model,system,round,codebleu,rougeLsum,score_document,score_reference,score_reference_document
nemotron-4-340b-instruct,veh_app,round_1,0.2187,0.2702,62,12,25
nemotron-4-340b-instruct,veh_app,round_2,0.8262,0.9015,12,35,15
nemotron-4-340b-instruct,veh_app,round_3,0.7061,0.837,12,12,12
nemotron-4-340b-instruct,vehros,round_1,0.2635,0.4036,0,12,5
nemotron-4-340b-instruct,vehros,round_2,0.599,0.8554,12,20,10
nemotron-4-340b-instruct,vehros,round_3,0.7323,0.8939,27,12,27
nemotron-4-340b-instruct,viper,round_1,0.2597,0.5193,73,35,22
nemotron-4-340b-instruct,viper,round_2,0.948,1.0,70,84,77
nemotron-4-340b-instruct,viper,round_3,0.7713,0.8987,67,24,37
o3,art,round_1,0.3308,0.5714,40,0,24
o3,art,round_2,0.7364,0.9897,44,78,90
o3,art,round_3,0.8592,0.9923,39,57,40
o3,beam,round_1,0.3278,0.4046,74,12,29
o3,beam,round_2,0.7208,0.9043,69,67,67
o3,beam,round_3,0.7312,0.9222,93,67,67
o3,buckling,round_1,0.2813,0.3446,79,25,12
o3,buckling,round_2,0.7796,0.9868,95,77,74
o3,buckling,round_3,0.5319,0.7554,92,17,54
o3,cable,round_1,0.3357,0.3955,45,20,12
o3,cable,round_2,0.6323,0.8276,49,64,59
o3,cable,round_3,0.3535,0.5896,58,0,37
o3,camera,round_1,0.2461,0.4308,70,22,7
o3,camera,round_2,0.5874,0.9155,55,57,54
o3,camera,round_3,0.4483,0.7532,37,31,22
o3,citybus,round_1,0.3257,0.5483,74,0,0
o3,citybus,round_2,0.6975,0.9535,95,72,70
o3,citybus,round_3,0.726,0.9831,55,83,67
o3,curiosity,round_1,0.326,0.3818,28,27,44
o3,curiosity,round_2,0.6325,0.8752,84,55,68
o3,curiosity,round_3,0.5645,0.805,80,59,44
o3,feda,round_1,0.358,0.6098,90,0,34
o3,feda,round_2,0.5242,0.8548,92,52,49
o3,feda,round_3,0.6078,0.8656,32,72,72
o3,gator,round_1,0.3223,0.547,78,7,20
o3,gator,round_2,0.4686,0.7321,39,14,64
o3,gator,round_3,0.6376,0.9058,54,57,78
o3,gear,round_1,0.2851,0.399,59,32,24
o3,gear,round_2,0.417,0.6735,77,74,78
o3,gear,round_3,0.4201,0.6943,92,49,62
o3,gps_imu,round_1,0.3591,0.5505,82,15,25
o3,gps_imu,round_2,0.6579,0.8823,95,42,69
o3,gps_imu,round_3,0.5529,0.8833,91,39,49
o3,handler,round_1,0.294,0.4573,42,25,12
o3,handler,round_2,0.8105,0.9002,70,75,65
o3,handler,round_3,0.5456,0.7919,84,20,57
o3,hmmwv,round_1,0.358,0.6564,72,24,49
o3,hmmwv,round_2,0.3831,0.569,37,0,32
o3,hmmwv,round_3,0.5784,0.904,82,62,67
o3,kraz,round_1,0.3061,0.591,57,0,12
o3,kraz,round_2,0.5778,0.8293,22,34,42
o3,kraz,round_3,0.4215,0.7506,88,12,30
o3,lidar,round_1,0.2896,0.5263,87,0,54
o3,lidar,round_2,0.4847,0.7472,60,39,24
o3,lidar,round_3,0.4393,0.6772,7,27,12
o3,m113,round_1,0.3009,0.523,42,20,17
o3,m113,round_2,0.5698,0.8228,88,39,63
o3,m113,round_3,0.6366,0.9025,40,0,49
o3,man,round_1,0.3388,0.5896,95,0,7
o3,man,round_2,0.6861,0.9445,92,77,72
o3,man,round_3,0.5124,0.8195,65,14,52
o3,mass_spring_damper,round_1,0.2982,0.4141,92,10,35
o3,mass_spring_damper,round_2,0.489,0.7901,59,65,82
o3,mass_spring_damper,round_3,0.3961,0.5953,63,0,52
o3,particles,round_1,0.2489,0.2494,62,30,25
o3,particles,round_2,0.6379,0.8096,72,73,72
o3,particles,round_3,0.4025,0.6734,84,12,63
o3,pendulum,round_1,0.2709,0.3683,19,7,52
o3,pendulum,round_2,0.3941,0.6414,92,44,4
o3,pendulum,round_3,0.3386,0.5286,67,54,77
o3,rigid_highway,round_1,0.3475,0.5847,92,25,52
o3,rigid_highway,round_2,0.6965,0.9509,22,78,74
o3,rigid_highway,round_3,0.6615,0.9579,70,72,72
o3,rigid_multipatches,round_1,0.3514,0.5346,42,22,12
o3,rigid_multipatches,round_2,0.4931,0.8539,90,34,30
o3,rigid_multipatches,round_3,0.8027,0.9913,67,67,77
o3,rotor,round_1,0.306,0.3934,39,22,17
o3,rotor,round_2,0.59,0.8571,72,69,74
o3,rotor,round_3,0.4347,0.7531,52,67,54
o3,scm,round_1,0.3329,0.5574,82,0,37
o3,scm,round_2,0.5224,0.8183,88,64,67
o3,scm,round_3,0.5372,0.7954,37,47,52
o3,scm_hill,round_1,0.3109,0.5648,39,22,34
o3,scm_hill,round_2,0.4839,0.724,92,44,64
o3,scm_hill,round_3,0.6806,0.9294,58,64,62
o3,sedan,round_1,0.3497,0.5607,83,14,39
o3,sedan,round_2,0.4429,0.7034,52,27,47
o3,sedan,round_3,0.4213,0.7296,59,12,12
o3,sensros,round_1,0.2984,0.4936,55,27,29
o3,sensros,round_2,0.7051,0.9272,67,49,62
o3,sensros,round_3,0.7267,0.9707,32,72,74
o3,slider_crank,round_1,0.3341,0.4415,42,47,67
o3,slider_crank,round_2,0.4582,0.6788,77,52,57
o3,slider_crank,round_3,0.6382,0.7929,79,67,72
o3,tablecloth,round_1,0.2449,0.3388,93,22,34
o3,tablecloth,round_2,0.4898,0.8073,37,89,76
o3,tablecloth,round_3,0.4976,0.7767,80,46,65
o3,turtlebot,round_1,0.2942,0.3715,89,27,27
o3,turtlebot,round_2,0.615,0.8562,94,69,71
o3,turtlebot,round_3,0.4496,0.7293,87,37,27
o3,uazbus,round_1,0.3119,0.5415,77,15,27
o3,uazbus,round_2,0.4689,0.7983,88,22,19
o3,uazbus,round_3,0.7528,0.9474,57,24,47
o3,veh_app,round_1,0.3193,0.5561,67,37,24
o3,veh_app,round_2,0.5446,0.8827,72,62,57
o3,veh_app,round_3,0.5249,0.8574,55,12,49
o3,vehros,round_1,0.3122,0.2763,55,0,12
o3,vehros,round_2,0.5265,0.841,95,12,42
o3,vehros,round_3,0.5424,0.881,95,37,49
o3,viper,round_1,0.2886,0.411,87,0,27
o3,viper,round_2,0.7795,0.9747,29,67,64
o3,viper,round_3,0.6574,0.8577,73,10,28
o4-mini,art,round_1,0.3003,0.509,83,19,39
o4-mini,art,round_2,0.7561,0.9752,17,78,58
o4-mini,art,round_3,0.6045,0.9269,32,52,64
o4-mini,beam,round_1,0.311,0.3088,94,25,17
o4-mini,beam,round_2,0.4882,0.7131,62,69,77
o4-mini,beam,round_3,0.6603,0.8308,19,62,67
o4-mini,buckling,round_1,0.2638,0.3088,84,25,37
o4-mini,buckling,round_2,0.6164,0.8199,68,32,57
o4-mini,buckling,round_3,0.5112,0.6874,69,0,54
o4-mini,cable,round_1,0.3577,0.355,92,25,27
o4-mini,cable,round_2,0.6675,0.8729,47,85,78
o4-mini,cable,round_3,0.3981,0.5941,52,32,12
o4-mini,camera,round_1,0.2485,0.3436,19,10,12
o4-mini,camera,round_2,0.7252,0.9455,12,74,67
o4-mini,camera,round_3,0.5777,0.8458,88,29,44
o4-mini,citybus,round_1,0.2863,0.4592,80,0,12
o4-mini,citybus,round_2,0.692,0.9532,49,74,79
o4-mini,citybus,round_3,0.6284,0.9107,47,47,62
o4-mini,curiosity,round_1,0.3392,0.5092,44,0,54
o4-mini,curiosity,round_2,0.6813,0.8844,69,44,37
o4-mini,curiosity,round_3,0.5264,0.7403,89,25,22
o4-mini,feda,round_1,0.3163,0.4985,60,15,29
o4-mini,feda,round_2,0.6173,0.9065,12,44,32
o4-mini,feda,round_3,0.6255,0.8617,83,34,67
o4-mini,gator,round_1,0.2751,0.4542,90,25,12
o4-mini,gator,round_2,0.5404,0.8015,34,12,55
o4-mini,gator,round_3,0.6466,0.9467,17,62,68
o4-mini,gear,round_1,0.3092,0.3326,54,52,37
o4-mini,gear,round_2,0.7588,0.9543,82,72,68
o4-mini,gear,round_3,0.5501,0.7552,37,19,49
o4-mini,gps_imu,round_1,0.2929,0.5173,89,27,27
o4-mini,gps_imu,round_2,0.5743,0.8574,87,42,52
o4-mini,gps_imu,round_3,0.6606,0.9097,32,74,74
o4-mini,handler,round_1,0.2981,0.496,59,17,20
o4-mini,handler,round_2,0.7283,0.8722,27,75,60
o4-mini,handler,round_3,0.4931,0.75,92,25,27
o4-mini,hmmwv,round_1,0.3249,0.5782,44,22,30
o4-mini,hmmwv,round_2,0.4198,0.6316,12,12,20
o4-mini,hmmwv,round_3,0.6024,0.882,87,62,62
o4-mini,kraz,round_1,0.294,0.5806,14,0,15
o4-mini,kraz,round_2,0.4737,0.8218,54,37,12
o4-mini,kraz,round_3,0.437,0.6893,14,12,12
o4-mini,lidar,round_1,0.2558,0.5212,84,22,10
o4-mini,lidar,round_2,0.52,0.7769,22,0,22
o4-mini,lidar,round_3,0.5157,0.7516,12,20,12
o4-mini,m113,round_1,0.2814,0.5139,64,2,34
o4-mini,m113,round_2,0.5421,0.8845,85,12,67
o4-mini,m113,round_3,0.688,0.9393,12,59,69
o4-mini,man,round_1,0.2937,0.5722,84,0,25
o4-mini,man,round_2,0.6628,0.9265,54,69,67
o4-mini,man,round_3,0.4798,0.7736,12,47,14
o4-mini,mass_spring_damper,round_1,0.2995,0.4907,87,17,22
o4-mini,mass_spring_damper,round_2,0.6808,0.9274,87,44,62
o4-mini,mass_spring_damper,round_3,0.6546,0.8907,50,62,83
o4-mini,particles,round_1,0.3005,0.2733,67,27,32
o4-mini,particles,round_2,0.666,0.8082,62,62,62
o4-mini,particles,round_3,0.5821,0.8307,82,60,78
o4-mini,pendulum,round_1,0.2879,0.3661,24,30,27
o4-mini,pendulum,round_2,0.5313,0.7447,85,44,44
o4-mini,pendulum,round_3,0.4415,0.6006,17,37,37
o4-mini,rigid_highway,round_1,0.2326,0.504,29,7,27
o4-mini,rigid_highway,round_2,0.6878,0.9053,74,87,62
o4-mini,rigid_highway,round_3,0.6369,0.9485,57,69,77
o4-mini,rigid_multipatches,round_1,0.339,0.4609,24,25,27
o4-mini,rigid_multipatches,round_2,0.6377,0.9321,84,52,67
o4-mini,rigid_multipatches,round_3,0.6786,0.9859,74,62,62
o4-mini,rotor,round_1,0.2802,0.3923,84,12,24
o4-mini,rotor,round_2,0.5382,0.826,24,74,69
o4-mini,rotor,round_3,0.4553,0.7874,60,17,59
o4-mini,scm,round_1,0.3193,0.5526,63,27,32
o4-mini,scm,round_2,0.5115,0.8134,90,57,64
o4-mini,scm,round_3,0.5073,0.7626,17,0,49
o4-mini,scm_hill,round_1,0.2475,0.4495,69,12,25
o4-mini,scm_hill,round_2,0.5304,0.8187,39,29,35
o4-mini,scm_hill,round_3,0.6656,0.9218,24,39,37
o4-mini,sedan,round_1,0.2974,0.5321,77,0,32
o4-mini,sedan,round_2,0.5069,0.7323,29,37,32
o4-mini,sedan,round_3,0.4644,0.7505,91,7,14
o4-mini,sensros,round_1,0.2915,0.4451,20,0,10
o4-mini,sensros,round_2,0.5584,0.8115,47,57,77
o4-mini,sensros,round_3,0.6099,0.9125,32,74,74
o4-mini,slider_crank,round_1,0.3291,0.4743,64,12,54
o4-mini,slider_crank,round_2,0.5681,0.7826,85,44,32
o4-mini,slider_crank,round_3,0.6365,0.873,87,55,34
o4-mini,tablecloth,round_1,0.2186,0.3101,17,0,37
o4-mini,tablecloth,round_2,0.4897,0.8779,72,32,52
o4-mini,tablecloth,round_3,0.539,0.8869,14,32,27
o4-mini,turtlebot,round_1,0.2435,0.4949,60,22,32
o4-mini,turtlebot,round_2,0.7298,0.9191,84,75,66
o4-mini,turtlebot,round_3,0.4703,0.7737,85,37,19
o4-mini,uazbus,round_1,0.3065,0.5837,24,15,32
o4-mini,uazbus,round_2,0.4335,0.758,12,29,27
o4-mini,uazbus,round_3,0.617,0.9212,39,44,37
o4-mini,veh_app,round_1,0.2907,0.5024,77,37,14
o4-mini,veh_app,round_2,0.5136,0.8279,12,12,37
o4-mini,veh_app,round_3,0.5893,0.8916,79,22,40
o4-mini,vehros,round_1,0.3284,0.3925,0,14,22
o4-mini,vehros,round_2,0.5265,0.8524,58,30,30
o4-mini,vehros,round_3,0.6048,0.8378,47,14,54
o4-mini,viper,round_1,0.253,0.3815,65,27,24
o4-mini,viper,round_2,0.6303,0.9063,82,43,54
o4-mini,viper,round_3,0.6388,0.884,78,29,39
phi-3-medium-128k-instruct,art,round_1,0.0219,0.0592,5,20,0
phi-3-medium-128k-instruct,art,round_2,1.0,1.0,67,93,90
phi-3-medium-128k-instruct,art,round_3,0.9671,1.0,12,88,85
phi-3-medium-128k-instruct,beam,round_1,0.2091,0.2232,5,25,25
phi-3-medium-128k-instruct,beam,round_2,0.2518,0.0,25,0,10
phi-3-medium-128k-instruct,beam,round_3,0.2518,0.0,25,0,22
phi-3-medium-128k-instruct,buckling,round_1,0.183,0.179,12,20,15
phi-3-medium-128k-instruct,buckling,round_2,0.2512,0.0,0,29,12
phi-3-medium-128k-instruct,buckling,round_3,0.3784,0.5214,25,20,20
phi-3-medium-128k-instruct,cable,round_1,0.2289,0.285,25,35,27
phi-3-medium-128k-instruct,cable,round_2,0.9627,1.0,77,70,78
phi-3-medium-128k-instruct,cable,round_3,0.2522,0.0039,0,25,20
phi-3-medium-128k-instruct,camera,round_1,0.0626,0.0265,35,2,2
phi-3-medium-128k-instruct,camera,round_2,0.2601,0.0,10,30,15
phi-3-medium-128k-instruct,camera,round_3,0.2594,0.0,22,30,52
phi-3-medium-128k-instruct,citybus,round_1,0.1957,0.1599,22,0,10
phi-3-medium-128k-instruct,citybus,round_2,0.9159,0.9626,12,44,32
phi-3-medium-128k-instruct,citybus,round_3,0.8429,0.9974,14,52,49
phi-3-medium-128k-instruct,curiosity,round_1,0.1777,0.2715,20,10,5
phi-3-medium-128k-instruct,curiosity,round_2,0.827,0.9301,22,67,67
phi-3-medium-128k-instruct,curiosity,round_3,0.6552,0.8043,14,32,35
phi-3-medium-128k-instruct,feda,round_1,0.2154,0.3562,7,0,0
phi-3-medium-128k-instruct,feda,round_2,0.7289,0.9456,0,14,27
phi-3-medium-128k-instruct,feda,round_3,0.66,0.8309,14,20,35
phi-3-medium-128k-instruct,gator,round_1,0.2249,0.3315,5,2,27
phi-3-medium-128k-instruct,gator,round_2,0.2551,0.0,10,40,12
phi-3-medium-128k-instruct,gator,round_3,0.9714,0.9974,14,80,77
phi-3-medium-128k-instruct,gear,round_1,0.1269,0.0637,7,10,7
phi-3-medium-128k-instruct,gear,round_2,0.3047,0.4072,27,27,32
phi-3-medium-128k-instruct,gear,round_3,0.2511,0.0,35,25,12
phi-3-medium-128k-instruct,gps_imu,round_1,0.1704,0.1244,7,0,10
phi-3-medium-128k-instruct,gps_imu,round_2,0.2537,0.0,0,20,7
phi-3-medium-128k-instruct,gps_imu,round_3,0.2559,0.0,10,25,10
phi-3-medium-128k-instruct,handler,round_1,0.2034,0.3902,15,5,15
phi-3-medium-128k-instruct,handler,round_2,0.9158,0.9034,19,70,80
phi-3-medium-128k-instruct,handler,round_3,0.6282,0.8209,72,17,20
phi-3-medium-128k-instruct,hmmwv,round_1,0.1624,0.3384,22,5,35
phi-3-medium-128k-instruct,hmmwv,round_2,0.6001,0.7991,47,30,39
phi-3-medium-128k-instruct,hmmwv,round_3,0.6718,0.9031,69,37,57
phi-3-medium-128k-instruct,kraz,round_1,0.1211,0.0948,15,0,0
phi-3-medium-128k-instruct,kraz,round_2,0.8326,0.8955,12,58,49
phi-3-medium-128k-instruct,kraz,round_3,0.2527,0.0,40,65,10
phi-3-medium-128k-instruct,lidar,round_1,0.1899,0.0908,20,10,20
phi-3-medium-128k-instruct,lidar,round_2,0.2606,0.0,0,0,52
phi-3-medium-128k-instruct,lidar,round_3,0.2575,0.0,5,17,17
phi-3-medium-128k-instruct,m113,round_1,0.1746,0.2657,0,5,5
phi-3-medium-128k-instruct,m113,round_2,0.6971,0.8927,12,4,37
phi-3-medium-128k-instruct,m113,round_3,0.2535,0.0,40,0,7
phi-3-medium-128k-instruct,man,round_1,0.1805,0.1875,20,25,10
phi-3-medium-128k-instruct,man,round_2,0.9133,0.9729,12,34,12
phi-3-medium-128k-instruct,man,round_3,0.6708,0.7823,12,14,32
phi-3-medium-128k-instruct,mass_spring_damper,round_1,0.2259,0.1329,2,0,20
phi-3-medium-128k-instruct,mass_spring_damper,round_2,0.7657,0.9072,52,34,67
phi-3-medium-128k-instruct,mass_spring_damper,round_3,0.7882,0.9397,83,32,45
phi-3-medium-128k-instruct,particles,round_1,0.1973,0.0719,0,12,2
phi-3-medium-128k-instruct,particles,round_2,0.8245,0.9567,68,52,48
phi-3-medium-128k-instruct,particles,round_3,0.8512,0.9563,49,42,27
phi-3-medium-128k-instruct,pendulum,round_1,0.2252,0.2922,22,20,7
phi-3-medium-128k-instruct,pendulum,round_2,0.7761,0.9253,92,38,48
phi-3-medium-128k-instruct,pendulum,round_3,0.6926,0.9001,22,4,13
phi-3-medium-128k-instruct,rigid_highway,round_1,0.209,0.3164,25,0,15
phi-3-medium-128k-instruct,rigid_highway,round_2,0.2548,0.0,15,0,5
phi-3-medium-128k-instruct,rigid_highway,round_3,0.8848,0.9648,17,27,72
phi-3-medium-128k-instruct,rigid_multipatches,round_1,0.1461,0.0729,20,10,7
phi-3-medium-128k-instruct,rigid_multipatches,round_2,0.2538,0.0,0,30,7
phi-3-medium-128k-instruct,rigid_multipatches,round_3,0.5281,0.7573,27,37,37
phi-3-medium-128k-instruct,rotor,round_1,0.1858,0.2135,25,10,14
phi-3-medium-128k-instruct,rotor,round_2,0.0731,0.1877,0,0,0
phi-3-medium-128k-instruct,rotor,round_3,0.1171,0.3005,5,0,0
phi-3-medium-128k-instruct,scm,round_1,0.1967,0.2584,10,2,5
phi-3-medium-128k-instruct,scm,round_2,0.1912,0.2576,10,0,0
phi-3-medium-128k-instruct,scm,round_3,0.2132,0.3609,5,0,0
phi-3-medium-128k-instruct,scm_hill,round_1,0.1923,0.2998,12,12,22
phi-3-medium-128k-instruct,scm_hill,round_2,0.1991,0.2923,0,2,0
phi-3-medium-128k-instruct,scm_hill,round_3,0.2369,0.3031,15,0,10
phi-3-medium-128k-instruct,sedan,round_1,0.1721,0.1466,20,15,15
phi-3-medium-128k-instruct,sedan,round_2,0.3498,0.4207,5,5,10
phi-3-medium-128k-instruct,sedan,round_3,0.2983,0.3833,20,0,10
phi-3-medium-128k-instruct,sensros,round_1,0.1929,0.2737,2,0,12
phi-3-medium-128k-instruct,sensros,round_2,0.0721,0.0163,25,0,0
phi-3-medium-128k-instruct,sensros,round_3,0.0632,0.1127,0,30,0
phi-3-medium-128k-instruct,slider_crank,round_1,0.223,0.2654,17,10,12
phi-3-medium-128k-instruct,slider_crank,round_2,0.16,0.1393,30,30,20
phi-3-medium-128k-instruct,slider_crank,round_3,0.4026,0.4641,10,0,10
phi-3-medium-128k-instruct,tablecloth,round_1,0.1385,0.224,30,0,22
phi-3-medium-128k-instruct,tablecloth,round_2,0.2547,0.0119,0,15,20
phi-3-medium-128k-instruct,tablecloth,round_3,0.2523,0.0268,5,12,0
phi-3-medium-128k-instruct,turtlebot,round_1,0.2295,0.3829,7,20,20
phi-3-medium-128k-instruct,turtlebot,round_2,0.7328,0.7931,27,22,22
phi-3-medium-128k-instruct,turtlebot,round_3,0.3998,0.5653,43,7,13
phi-3-medium-128k-instruct,uazbus,round_1,0.2353,0.298,20,7,22
phi-3-medium-128k-instruct,uazbus,round_2,0.3696,0.4771,0,2,10
phi-3-medium-128k-instruct,uazbus,round_3,0.3933,0.435,0,10,0
phi-3-medium-128k-instruct,veh_app,round_1,0.2043,0.3557,27,10,0
phi-3-medium-128k-instruct,veh_app,round_2,0.1113,0.1515,5,0,5
phi-3-medium-128k-instruct,veh_app,round_3,0.0553,0.0821,10,40,0
phi-3-medium-128k-instruct,vehros,round_1,0.2405,0.273,20,0,15
phi-3-medium-128k-instruct,vehros,round_2,0.3759,0.5451,27,0,2
phi-3-medium-128k-instruct,vehros,round_3,0.246,0.3271,0,2,0
phi-3-medium-128k-instruct,viper,round_1,0.2708,0.3729,22,0,10
phi-3-medium-128k-instruct,viper,round_2,0.3913,0.5498,0,75,52
phi-3-medium-128k-instruct,viper,round_3,0.6949,0.8632,45,12,48
phi-3-mini-128k-instruct,art,round_1,0.1862,0.1639,25,0,15
phi-3-mini-128k-instruct,art,round_2,1.0,1.0,19,90,90
phi-3-mini-128k-instruct,art,round_3,0.9671,1.0,58,90,50
phi-3-mini-128k-instruct,beam,round_1,0.2304,0.1992,20,20,7
phi-3-mini-128k-instruct,beam,round_2,0.4958,0.721,7,10,0
phi-3-mini-128k-instruct,beam,round_3,0.6133,0.8179,22,17,32
phi-3-mini-128k-instruct,buckling,round_1,0.1754,0.1514,25,22,17
phi-3-mini-128k-instruct,buckling,round_2,0.021,0.0419,10,40,0
phi-3-mini-128k-instruct,buckling,round_3,0.4034,0.355,2,10,12
phi-3-mini-128k-instruct,cable,round_1,0.2996,0.3156,20,7,12
phi-3-mini-128k-instruct,cable,round_2,0.9541,0.9941,49,75,54
phi-3-mini-128k-instruct,cable,round_3,0.3857,0.5794,27,17,17
phi-3-mini-128k-instruct,camera,round_1,0.168,0.0643,20,17,25
phi-3-mini-128k-instruct,camera,round_2,0.5141,0.6944,12,20,0
phi-3-mini-128k-instruct,camera,round_3,0.4609,0.6152,0,0,30
phi-3-mini-128k-instruct,citybus,round_1,0.1866,0.2092,12,27,25
phi-3-mini-128k-instruct,citybus,round_2,0.8655,0.9606,12,42,52
phi-3-mini-128k-instruct,citybus,round_3,0.9939,0.9974,72,79,55
phi-3-mini-128k-instruct,curiosity,round_1,0.2497,0.25,35,7,25
phi-3-mini-128k-instruct,curiosity,round_2,0.8291,0.929,52,57,58
phi-3-mini-128k-instruct,curiosity,round_3,0.5047,0.3644,20,37,9
phi-3-mini-128k-instruct,feda,round_1,0.1925,0.1798,12,20,10
phi-3-mini-128k-instruct,feda,round_2,0.8524,0.8748,83,29,27
phi-3-mini-128k-instruct,feda,round_3,0.6136,0.805,15,0,40
phi-3-mini-128k-instruct,gator,round_1,0.1845,0.2036,22,27,27
phi-3-mini-128k-instruct,gator,round_2,0.7027,0.7802,12,37,12
phi-3-mini-128k-instruct,gator,round_3,0.9714,0.9974,50,80,80
phi-3-mini-128k-instruct,gear,round_1,0.2412,0.3283,2,7,15
phi-3-mini-128k-instruct,gear,round_2,0.3389,0.3741,30,5,10
phi-3-mini-128k-instruct,gear,round_3,0.2308,0.2694,30,17,4
phi-3-mini-128k-instruct,gps_imu,round_1,0.1848,0.2628,20,20,7
phi-3-mini-128k-instruct,gps_imu,round_2,0.5501,0.7996,15,12,30
phi-3-mini-128k-instruct,gps_imu,round_3,0.7503,0.9467,32,19,47
phi-3-mini-128k-instruct,handler,round_1,0.2448,0.3293,7,0,7
phi-3-mini-128k-instruct,handler,round_2,0.961,0.9837,52,10,55
phi-3-mini-128k-instruct,handler,round_3,0.584,0.7244,42,25,20
phi-3-mini-128k-instruct,hmmwv,round_1,0.1991,0.239,2,0,12
phi-3-mini-128k-instruct,hmmwv,round_2,0.6001,0.7761,12,25,35
phi-3-mini-128k-instruct,hmmwv,round_3,0.666,0.9144,70,57,54
phi-3-mini-128k-instruct,kraz,round_1,0.1366,0.0616,35,10,20
phi-3-mini-128k-instruct,kraz,round_2,0.8578,0.9238,47,65,69
phi-3-mini-128k-instruct,kraz,round_3,0.4422,0.6976,88,0,27
phi-3-mini-128k-instruct,lidar,round_1,0.2151,0.1483,0,5,2
phi-3-mini-128k-instruct,lidar,round_2,0.4351,0.6211,10,0,0
phi-3-mini-128k-instruct,lidar,round_3,0.1487,0.0932,5,2,10
phi-3-mini-128k-instruct,m113,round_1,0.1792,0.3009,0,7,20
phi-3-mini-128k-instruct,m113,round_2,0.7929,0.8883,17,34,37
phi-3-mini-128k-instruct,m113,round_3,0.8598,0.9474,14,37,47
phi-3-mini-128k-instruct,man,round_1,0.193,0.1491,15,20,10
phi-3-mini-128k-instruct,man,round_2,0.8285,0.9502,12,29,67
phi-3-mini-128k-instruct,man,round_3,0.5993,0.8103,12,20,25
phi-3-mini-128k-instruct,mass_spring_damper,round_1,0.3305,0.1168,2,0,20
phi-3-mini-128k-instruct,mass_spring_damper,round_2,0.7048,0.9004,9,12,27
phi-3-mini-128k-instruct,mass_spring_damper,round_3,0.7327,0.9132,64,27,32
phi-3-mini-128k-instruct,particles,round_1,0.2553,0.2253,5,20,0
phi-3-mini-128k-instruct,particles,round_2,0.804,0.9377,32,35,29
phi-3-mini-128k-instruct,particles,round_3,0.838,0.9468,44,62,63
phi-3-mini-128k-instruct,pendulum,round_1,0.2126,0.2216,14,20,25
phi-3-mini-128k-instruct,pendulum,round_2,0.7536,0.8626,62,17,52
phi-3-mini-128k-instruct,pendulum,round_3,0.7537,0.9184,65,22,19
phi-3-mini-128k-instruct,rigid_highway,round_1,0.1891,0.1957,27,2,7
phi-3-mini-128k-instruct,rigid_highway,round_2,0.888,0.9612,12,40,42
phi-3-mini-128k-instruct,rigid_highway,round_3,0.7731,0.9806,30,65,77
phi-3-mini-128k-instruct,rigid_multipatches,round_1,0.212,0.1963,20,0,27
phi-3-mini-128k-instruct,rigid_multipatches,round_2,0.7849,0.8674,12,49,12
phi-3-mini-128k-instruct,rigid_multipatches,round_3,0.9259,1.0,27,83,67
phi-3-mini-128k-instruct,rotor,round_1,0.1763,0.2233,5,10,42
phi-3-mini-128k-instruct,rotor,round_2,0.6362,0.8934,20,17,35
phi-3-mini-128k-instruct,rotor,round_3,0.5405,0.6421,20,35,22
phi-3-mini-128k-instruct,scm,round_1,0.183,0.1586,2,0,10
phi-3-mini-128k-instruct,scm,round_2,0.5825,0.8231,29,25,29
phi-3-mini-128k-instruct,scm,round_3,0.6101,0.8139,12,29,27
phi-3-mini-128k-instruct,scm_hill,round_1,0.1892,0.355,0,30,15
phi-3-mini-128k-instruct,scm_hill,round_2,0.3894,0.5858,12,10,17
phi-3-mini-128k-instruct,scm_hill,round_3,0.8409,0.9453,80,17,37
phi-3-mini-128k-instruct,sedan,round_1,0.193,0.1491,25,10,25
phi-3-mini-128k-instruct,sedan,round_2,0.5363,0.749,12,20,29
phi-3-mini-128k-instruct,sedan,round_3,0.6212,0.8505,22,12,25
phi-3-mini-128k-instruct,sensros,round_1,0.0551,0.0398,20,0,2
phi-3-mini-128k-instruct,sensros,round_2,0.5206,0.5743,27,25,25
phi-3-mini-128k-instruct,sensros,round_3,0.4699,0.3659,15,52,29
phi-3-mini-128k-instruct,slider_crank,round_1,0.2311,0.2837,12,20,27
phi-3-mini-128k-instruct,slider_crank,round_2,0.6505,0.8166,27,31,15
phi-3-mini-128k-instruct,slider_crank,round_3,0.8957,0.9755,27,67,44
phi-3-mini-128k-instruct,tablecloth,round_1,0.1166,0.0583,2,10,0
phi-3-mini-128k-instruct,tablecloth,round_2,0.6498,0.9016,12,30,26
phi-3-mini-128k-instruct,tablecloth,round_3,0.573,0.7958,24,15,12
phi-3-mini-128k-instruct,turtlebot,round_1,0.074,0.0378,15,10,25
phi-3-mini-128k-instruct,turtlebot,round_2,0.6762,0.9533,62,70,66
phi-3-mini-128k-instruct,turtlebot,round_3,0.269,0.2589,25,2,12
phi-3-mini-128k-instruct,uazbus,round_1,0.1821,0.2535,7,0,20
phi-3-mini-128k-instruct,uazbus,round_2,0.8447,0.8981,12,57,54
phi-3-mini-128k-instruct,uazbus,round_3,0.8071,0.9109,12,29,32
phi-3-mini-128k-instruct,veh_app,round_1,0.1972,0.2969,17,12,22
phi-3-mini-128k-instruct,veh_app,round_2,0.5929,0.6878,22,0,27
phi-3-mini-128k-instruct,veh_app,round_3,0.4649,0.5696,35,0,7
