Model,System,Round,Score Document,Score Reference,Score Ref+Doc
deepseek-r1,art,first,0,1,9
deepseek-r1,art,second,0,2,
deepseek-r1,art,third,85,6,
phi-3-medium-128k-instruct,tablecloth,gpt-4o-mini,third,40,2,3
phi-3-medium-128k-instruct,turtlebot,first,30,3,2
phi-3-medium-128k-instruct,turtlebot,second,70,1,3
phi-3-medium-128k-instruct,turtlebot,third,40,3,2
phi-3-medium-128k-instruct,turtlebot,gpt-4.1-mini,first,50,0,3
phi-3-medium-128k-instruct,turtlebot,gpt-4.1-mini,second,35,0,5
phi-3-medium-128k-instruct,turtlebot,gpt-4.1-mini,third,45,4,2
phi-3-medium-128k-instruct,turtlebot,gpt-4.1-nano,first,20,1,
phi-3-medium-128k-instruct,turtlebot,gpt-4.1-nano,second,65,2,
phi-3-medium-128k-instruct,turtlebot,gpt-4.1-nano,third,25,,
phi-3-medium-128k-instruct,turtlebot,gpt-4o-mini,first,40,2,2
phi-3-medium-128k-instruct,turtlebot,gpt-4o-mini,second,75,4,
phi-3-medium-128k-instruct,turtlebot,gpt-4o-mini,third,40,,4
phi-3-medium-128k-instruct,uazbus,first,40,2,5
phi-3-medium-128k-instruct,uazbus,second,85,65,9
phi-3-medium-128k-instruct,uazbus,third,90,60,
phi-3-medium-128k-instruct,uazbus,gpt-4.1-mini,first,10,10,
phi-3-medium-128k-instruct,uazbus,gpt-4.1-mini,second,85,3,
phi-3-medium-128k-instruct,uazbus,gpt-4.1-mini,third,55,0,
phi-3-medium-128k-instruct,uazbus,gpt-4.1-nano,first,35,3,
phi-3-medium-128k-instruct,uazbus,gpt-4.1-nano,second,85,,
phi-3-medium-128k-instruct,uazbus,gpt-4.1-nano,third,78,,89
phi-3-medium-128k-instruct,uazbus,gpt-4o-mini,first,45,2,2
phi-3-medium-128k-instruct,uazbus,gpt-4o-mini,second,85,70,
phi-3-medium-128k-instruct,uazbus,gpt-4o-mini,third,85,5,8
phi-3-medium-128k-instruct,vehros,first,65,2,5
phi-3-medium-128k-instruct,vehros,second,30,2,2
phi-3-medium-128k-instruct,vehros,third,80,38,
phi-3-medium-128k-instruct,vehros,gpt-4.1-mini,first,20,,
phi-3-medium-128k-instruct,vehros,gpt-4.1-mini,second,25,2,2
phi-3-medium-128k-instruct,vehros,gpt-4.1-mini,third,68,45,
phi-3-medium-128k-instruct,vehros,gpt-4.1-nano,first,25,,
phi-3-medium-128k-instruct,vehros,gpt-4.1-nano,second,20,83,
phi-3-medium-128k-instruct,vehros,gpt-4.1-nano,third,85,4,
phi-3-medium-128k-instruct,vehros,gpt-4o-mini,first,70,2,2
phi-3-medium-128k-instruct,vehros,gpt-4o-mini,second,40,2,2
phi-3-medium-128k-instruct,vehros,gpt-4o-mini,third,85,4,
phi-3-medium-128k-instruct,veh_app,first,70,25,4
phi-3-medium-128k-instruct,veh_app,second,60,2,5
phi-3-medium-128k-instruct,veh_app,third,70,2,2
phi-3-medium-128k-instruct,veh_app,gpt-4.1-mini,first,20,0,2
phi-3-medium-128k-instruct,veh_app,gpt-4.1-mini,second,0,51,2
phi-3-medium-128k-instruct,veh_app,gpt-4.1-mini,third,26,20,
phi-3-medium-128k-instruct,veh_app,gpt-4.1-nano,first,70,83,
phi-3-medium-128k-instruct,veh_app,gpt-4.1-nano,second,30,3,
phi-3-medium-128k-instruct,veh_app,gpt-4.1-nano,third,20,,
phi-3-medium-128k-instruct,veh_app,gpt-4o-mini,first,70,2,
phi-3-medium-128k-instruct,veh_app,gpt-4o-mini,second,70,2,
phi-3-medium-128k-instruct,veh_app,gpt-4o-mini,third,60,2,
phi-3-medium-128k-instruct,viper,first,30,2,2
phi-3-medium-128k-instruct,viper,second,85,7,9
phi-3-medium-128k-instruct,viper,third,85,3,6
phi-3-medium-128k-instruct,viper,gpt-4.1-mini,first,15,2,2
phi-3-medium-128k-instruct,viper,gpt-4.1-mini,second,75,9,
phi-3-medium-128k-instruct,viper,gpt-4.1-mini,third,85,,3
phi-3-medium-128k-instruct,viper,gpt-4.1-nano,first,55,8,
phi-3-medium-128k-instruct,viper,gpt-4.1-nano,second,85,,
phi-3-medium-128k-instruct,viper,gpt-4.1-nano,third,85,4,
phi-3-medium-128k-instruct,viper,gpt-4o-mini,first,45,2,3
phi-3-medium-128k-instruct,viper,gpt-4o-mini,second,85,8,9
phi-3-medium-128k-instruct,viper,gpt-4o-mini,third,85,,7
phi-3-mini-128k-instruct,art,first,65,9,4
phi-3-mini-128k-instruct,art,second,90,7,10
phi-3-mini-128k-instruct,art,third,85,6,9
phi-3-mini-128k-instruct,art,gpt-4.1-mini,first,60,,3
phi-3-mini-128k-instruct,art,gpt-4.1-mini,second,95,9,10
phi-3-mini-128k-instruct,art,gpt-4.1-mini,third,92,,9
phi-3-mini-128k-instruct,art,gpt-4.1-nano,first,65,,
phi-3-mini-128k-instruct,art,gpt-4.1-nano,second,90,,
phi-3-mini-128k-instruct,art,gpt-4.1-nano,third,85,8,
phi-3-mini-128k-instruct,art,gpt-4o-mini,first,60,3,6
phi-3-mini-128k-instruct,art,gpt-4o-mini,second,85,8,8
phi-3-mini-128k-instruct,art,gpt-4o-mini,third,85,5,8
phi-3-mini-128k-instruct,beam,first,40,2,5
phi-3-mini-128k-instruct,beam,second,70,3,4
phi-3-mini-128k-instruct,beam,third,85,4,
phi-3-mini-128k-instruct,beam,gpt-4.1-mini,first,10,0,1
phi-3-mini-128k-instruct,beam,gpt-4.1-mini,second,20,0,
phi-3-mini-128k-instruct,beam,gpt-4.1-mini,third,80,3,
phi-3-mini-128k-instruct,beam,gpt-4.1-nano,first,45,,
phi-3-mini-128k-instruct,beam,gpt-4.1-nano,second,55,,
phi-3-mini-128k-instruct,beam,gpt-4.1-nano,third,90,,
phi-3-mini-128k-instruct,beam,gpt-4o-mini,first,40,2,
phi-3-mini-128k-instruct,beam,gpt-4o-mini,second,70,2,2
phi-3-mini-128k-instruct,beam,gpt-4o-mini,third,85,4,
phi-3-mini-128k-instruct,buckling,first,40,2,2
phi-3-mini-128k-instruct,buckling,second,0,,0
phi-3-mini-128k-instruct,buckling,third,60,40,3
phi-3-mini-128k-instruct,buckling,gpt-4.1-mini,first,11,10,1
phi-3-mini-128k-instruct,buckling,gpt-4.1-mini,second,0,0,0
phi-3-mini-128k-instruct,buckling,gpt-4.1-mini,third,5,10,2
phi-3-mini-128k-instruct,buckling,gpt-4.1-nano,first,35,86,
phi-3-mini-128k-instruct,buckling,gpt-4.1-nano,second,0,78,
phi-3-mini-128k-instruct,buckling,gpt-4.1-nano,third,30,,
phi-3-mini-128k-instruct,buckling,gpt-4o-mini,first,60,2,3
phi-3-mini-128k-instruct,buckling,gpt-4o-mini,second,0,,0
phi-3-mini-128k-instruct,buckling,gpt-4o-mini,third,40,2,2
phi-3-mini-128k-instruct,cable,first,40,3,
phi-3-mini-128k-instruct,cable,second,85,5,8
phi-3-mini-128k-instruct,cable,third,85,4,8
phi-3-mini-128k-instruct,cable,gpt-4.1-mini,first,15,4,3
phi-3-mini-128k-instruct,cable,gpt-4.1-mini,second,79,4,8
phi-3-mini-128k-instruct,cable,gpt-4.1-mini,third,40,,6
phi-3-mini-128k-instruct,cable,gpt-4.1-nano,first,55,2,
phi-3-mini-128k-instruct,cable,gpt-4.1-nano,second,85,6,
phi-3-mini-128k-instruct,cable,gpt-4.1-nano,third,85,4,
phi-3-mini-128k-instruct,cable,gpt-4o-mini,first,60,2,5
phi-3-mini-128k-instruct,cable,gpt-4o-mini,second,85,6,10
phi-3-mini-128k-instruct,cable,gpt-4o-mini,third,85,4,7
phi-3-mini-128k-instruct,camera,first,75,2,
phi-3-mini-128k-instruct,camera,second,30,2,2
phi-3-mini-128k-instruct,camera,third,40,2,0
phi-3-mini-128k-instruct,camera,gpt-4.1-mini,first,25,4,2
phi-3-mini-128k-instruct,camera,gpt-4.1-mini,second,0,,4
phi-3-mini-128k-instruct,camera,gpt-4.1-mini,third,10,0,3
phi-3-mini-128k-instruct,camera,gpt-4.1-nano,first,55,71,
phi-3-mini-128k-instruct,camera,gpt-4.1-nano,second,20,0,
phi-3-mini-128k-instruct,camera,gpt-4.1-nano,third,30,0,
phi-3-mini-128k-instruct,camera,gpt-4o-mini,first,60,6,2
phi-3-mini-128k-instruct,camera,gpt-4o-mini,second,25,2,
phi-3-mini-128k-instruct,camera,gpt-4o-mini,third,40,2,1
phi-3-mini-128k-instruct,citybus,first,75,3,
phi-3-mini-128k-instruct,citybus,second,85,2,
phi-3-mini-128k-instruct,citybus,third,85,70,
phi-3-mini-128k-instruct,citybus,gpt-4.1-mini,first,10,0,2
phi-3-mini-128k-instruct,citybus,gpt-4.1-mini,second,90,11,
phi-3-mini-128k-instruct,citybus,gpt-4.1-mini,third,90,,9
phi-3-mini-128k-instruct,citybus,gpt-4.1-nano,first,75,,
phi-3-mini-128k-instruct,citybus,gpt-4.1-nano,second,85,3,
phi-3-mini-128k-instruct,citybus,gpt-4.1-nano,third,90,,
phi-3-mini-128k-instruct,citybus,gpt-4o-mini,first,70,3,5
phi-3-mini-128k-instruct,citybus,gpt-4o-mini,second,85,5,9
phi-3-mini-128k-instruct,citybus,gpt-4o-mini,third,85,75,
phi-3-mini-128k-instruct,curiosity,first,50,7,2
phi-3-mini-128k-instruct,curiosity,second,70,3,
phi-3-mini-128k-instruct,curiosity,third,85,4,8
phi-3-mini-128k-instruct,curiosity,gpt-4.1-mini,first,5,,1
phi-3-mini-128k-instruct,curiosity,gpt-4.1-mini,second,90,2,8
phi-3-mini-128k-instruct,curiosity,gpt-4.1-mini,third,82,6,2
phi-3-mini-128k-instruct,curiosity,gpt-4.1-nano,first,30,4,
phi-3-mini-128k-instruct,curiosity,gpt-4.1-nano,second,85,,
phi-3-mini-128k-instruct,curiosity,gpt-4.1-nano,third,85,2,
phi-3-mini-128k-instruct,curiosity,gpt-4o-mini,first,45,3,2
phi-3-mini-128k-instruct,curiosity,gpt-4o-mini,second,75,3,
phi-3-mini-128k-instruct,curiosity,gpt-4o-mini,third,75,4,
phi-3-mini-128k-instruct,feda,first,50,3,3
phi-3-mini-128k-instruct,feda,second,60,7,
phi-3-mini-128k-instruct,feda,third,85,3,6
phi-3-mini-128k-instruct,feda,gpt-4.1-mini,first,10,,2
phi-3-mini-128k-instruct,feda,gpt-4.1-mini,second,20,75,2
phi-3-mini-128k-instruct,feda,gpt-4.1-mini,third,50,,4
phi-3-mini-128k-instruct,feda,gpt-4.1-nano,first,20,1,
phi-3-mini-128k-instruct,feda,gpt-4.1-nano,second,65,,
phi-3-mini-128k-instruct,feda,gpt-4.1-nano,third,90,1,
phi-3-mini-128k-instruct,feda,gpt-4o-mini,first,60,3,2
phi-3-mini-128k-instruct,feda,gpt-4o-mini,second,70,4,4
phi-3-mini-128k-instruct,feda,gpt-4o-mini,third,85,4,3
phi-3-mini-128k-instruct,gator,first,40,3,
phi-3-mini-128k-instruct,gator,second,75,3,6
phi-3-mini-128k-instruct,gator,third,85,6,
phi-3-mini-128k-instruct,gator,gpt-4.1-mini,first,35,4,1
phi-3-mini-128k-instruct,gator,gpt-4.1-mini,second,40,0,3
phi-3-mini-128k-instruct,gator,gpt-4.1-mini,third,90,7,
phi-3-mini-128k-instruct,gator,gpt-4.1-nano,first,55,3,
phi-3-mini-128k-instruct,gator,gpt-4.1-nano,second,85,,
phi-3-mini-128k-instruct,gator,gpt-4.1-nano,third,90,,
phi-3-mini-128k-instruct,gator,gpt-4o-mini,first,60,2,
phi-3-mini-128k-instruct,gator,gpt-4o-mini,second,75,3,4
phi-3-mini-128k-instruct,gator,gpt-4o-mini,third,85,6,
phi-3-mini-128k-instruct,gear,first,20,2,3
phi-3-mini-128k-instruct,gear,second,30,1,2
phi-3-mini-128k-instruct,gear,third,30,1,3
phi-3-mini-128k-instruct,gear,gpt-4.1-mini,first,10,10,2
phi-3-mini-128k-instruct,gear,gpt-4.1-mini,second,7,10,
phi-3-mini-128k-instruct,gear,gpt-4.1-mini,third,0,30,2
phi-3-mini-128k-instruct,gear,gpt-4.1-nano,first,65,,
phi-3-mini-128k-instruct,gear,gpt-4.1-nano,second,25,,
phi-3-mini-128k-instruct,gear,gpt-4.1-nano,third,20,3,
phi-3-mini-128k-instruct,gear,gpt-4o-mini,first,30,1,4
phi-3-mini-128k-instruct,gear,gpt-4o-mini,second,30,2,5
phi-3-mini-128k-instruct,gear,gpt-4o-mini,third,30,1,2
phi-3-mini-128k-instruct,gps_imu,first,40,2,2
phi-3-mini-128k-instruct,gps_imu,second,65,79,3
phi-3-mini-128k-instruct,gps_imu,third,70,1,6
phi-3-mini-128k-instruct,gps_imu,gpt-4.1-mini,first,10,5,
phi-3-mini-128k-instruct,gps_imu,gpt-4.1-mini,second,25,45,6
phi-3-mini-128k-instruct,gps_imu,gpt-4.1-mini,third,65,30,4
phi-3-mini-128k-instruct,gps_imu,gpt-4.1-nano,first,35,6,
phi-3-mini-128k-instruct,gps_imu,gpt-4.1-nano,second,25,,
phi-3-mini-128k-instruct,gps_imu,gpt-4.1-nano,third,15,4,
phi-3-mini-128k-instruct,gps_imu,gpt-4o-mini,first,40,2,2
phi-3-mini-128k-instruct,gps_imu,gpt-4o-mini,second,75,2,
phi-3-mini-128k-instruct,gps_imu,gpt-4o-mini,third,70,2,
phi-3-mini-128k-instruct,handler,first,75,3,4
phi-3-mini-128k-instruct,handler,second,85,3,7
phi-3-mini-128k-instruct,handler,third,75,3,
phi-3-mini-128k-instruct,handler,gpt-4.1-mini,first,0,,
phi-3-mini-128k-instruct,handler,gpt-4.1-mini,second,90,8,
phi-3-mini-128k-instruct,handler,gpt-4.1-mini,third,50,66,
phi-3-mini-128k-instruct,handler,gpt-4.1-nano,first,65,3,
phi-3-mini-128k-instruct,handler,gpt-4.1-nano,second,85,5,
phi-3-mini-128k-instruct,handler,gpt-4.1-nano,third,85,1,
phi-3-mini-128k-instruct,handler,gpt-4o-mini,first,70,3,3
phi-3-mini-128k-instruct,handler,gpt-4o-mini,second,85,4,
phi-3-mini-128k-instruct,handler,gpt-4o-mini,third,75,4,8
phi-3-mini-128k-instruct,hmmwv,first,40,2,4
phi-3-mini-128k-instruct,hmmwv,second,40,3,
phi-3-mini-128k-instruct,hmmwv,third,85,2,
phi-3-mini-128k-instruct,hmmwv,gpt-4.1-mini,first,10,0,1
phi-3-mini-128k-instruct,hmmwv,gpt-4.1-mini,second,10,65,3
phi-3-mini-128k-instruct,hmmwv,gpt-4.1-mini,third,80,,7
phi-3-mini-128k-instruct,hmmwv,gpt-4.1-nano,first,25,4,
phi-3-mini-128k-instruct,hmmwv,gpt-4.1-nano,second,40,,
phi-3-mini-128k-instruct,hmmwv,gpt-4.1-nano,third,85,,
phi-3-mini-128k-instruct,hmmwv,gpt-4o-mini,first,30,,3
phi-3-mini-128k-instruct,hmmwv,gpt-4o-mini,second,60,4,4
phi-3-mini-128k-instruct,hmmwv,gpt-4o-mini,third,85,,
phi-3-mini-128k-instruct,kraz,first,30,,1
phi-3-mini-128k-instruct,kraz,second,85,4,7
phi-3-mini-128k-instruct,kraz,third,85,,6
phi-3-mini-128k-instruct,kraz,gpt-4.1-mini,first,5,5,1
phi-3-mini-128k-instruct,kraz,gpt-4.1-mini,second,75,3,6
phi-3-mini-128k-instruct,kraz,gpt-4.1-mini,third,35,2,
phi-3-mini-128k-instruct,kraz,gpt-4.1-nano,first,20,2,
phi-3-mini-128k-instruct,kraz,gpt-4.1-nano,second,92,,
phi-3-mini-128k-instruct,kraz,gpt-4.1-nano,third,55,4,3
phi-3-mini-128k-instruct,kraz,gpt-4o-mini,first,30,2,3
phi-3-mini-128k-instruct,kraz,gpt-4o-mini,second,90,65,7
phi-3-mini-128k-instruct,kraz,gpt-4o-mini,third,75,40,7
phi-3-mini-128k-instruct,lidar,first,65,2,5
phi-3-mini-128k-instruct,lidar,second,55,20,
phi-3-mini-128k-instruct,lidar,third,20,2,2
phi-3-mini-128k-instruct,lidar,gpt-4.1-mini,first,28,0,
phi-3-mini-128k-instruct,lidar,gpt-4.1-mini,second,65,0,
phi-3-mini-128k-instruct,lidar,gpt-4.1-mini,third,10,0,
phi-3-mini-128k-instruct,lidar,gpt-4.1-nano,first,55,85,
phi-3-mini-128k-instruct,lidar,gpt-4.1-nano,second,45,81,
phi-3-mini-128k-instruct,lidar,gpt-4.1-nano,third,10,,
phi-3-mini-128k-instruct,lidar,gpt-4o-mini,first,65,3,5
phi-3-mini-128k-instruct,lidar,gpt-4o-mini,second,60,3,
phi-3-mini-128k-instruct,lidar,gpt-4o-mini,third,25,2,
phi-3-mini-128k-instruct,m113,first,60,2,
phi-3-mini-128k-instruct,m113,second,65,4,6
phi-3-mini-128k-instruct,m113,third,85,4,9
phi-3-mini-128k-instruct,m113,gpt-4.1-mini,first,10,,2
phi-3-mini-128k-instruct,m113,gpt-4.1-mini,second,40,2,6
phi-3-mini-128k-instruct,m113,gpt-4.1-mini,third,60,,6
phi-3-mini-128k-instruct,m113,gpt-4.1-nano,first,20,2,
phi-3-mini-128k-instruct,m113,gpt-4.1-nano,second,85,4,
phi-3-mini-128k-instruct,m113,gpt-4.1-nano,third,85,6,
phi-3-mini-128k-instruct,m113,gpt-4o-mini,first,30,3,
phi-3-mini-128k-instruct,m113,gpt-4o-mini,second,70,4,7
phi-3-mini-128k-instruct,m113,gpt-4o-mini,third,75,60,7
phi-3-mini-128k-instruct,man,first,75,2,5
phi-3-mini-128k-instruct,man,second,85,65,8
phi-3-mini-128k-instruct,man,third,70,4,
phi-3-mini-128k-instruct,man,gpt-4.1-mini,first,30,6,1
phi-3-mini-128k-instruct,man,gpt-4.1-mini,second,92,,
phi-3-mini-128k-instruct,man,gpt-4.1-mini,third,55,,4
phi-3-mini-128k-instruct,man,gpt-4.1-nano,first,55,6,
phi-3-mini-128k-instruct,man,gpt-4.1-nano,second,85,,
phi-3-mini-128k-instruct,man,gpt-4.1-nano,third,55,,
phi-3-mini-128k-instruct,man,gpt-4o-mini,first,75,2,
phi-3-mini-128k-instruct,man,gpt-4o-mini,second,85,5,7
phi-3-mini-128k-instruct,man,gpt-4o-mini,third,60,12,5
phi-3-mini-128k-instruct,mass_spring_damper,first,50,2,2
phi-3-mini-128k-instruct,mass_spring_damper,second,75,4,
phi-3-mini-128k-instruct,mass_spring_damper,third,80,4,
phi-3-mini-128k-instruct,mass_spring_damper,gpt-4.1-mini,first,30,0,1
phi-3-mini-128k-instruct,mass_spring_damper,gpt-4.1-mini,second,40,3,
phi-3-mini-128k-instruct,mass_spring_damper,gpt-4.1-mini,third,70,4,
phi-3-mini-128k-instruct,mass_spring_damper,gpt-4.1-nano,first,55,3,
phi-3-mini-128k-instruct,mass_spring_damper,gpt-4.1-nano,second,75,1,
phi-3-mini-128k-instruct,mass_spring_damper,gpt-4.1-nano,third,85,,
phi-3-mini-128k-instruct,mass_spring_damper,gpt-4o-mini,first,45,3,
phi-3-mini-128k-instruct,mass_spring_damper,gpt-4o-mini,second,75,,7
phi-3-mini-128k-instruct,mass_spring_damper,gpt-4o-mini,third,85,2,
phi-3-mini-128k-instruct,particles,first,40,2,
phi-3-mini-128k-instruct,particles,second,75,3,
phi-3-mini-128k-instruct,particles,third,85,3,
phi-3-mini-128k-instruct,particles,gpt-4.1-mini,first,10,2,1
phi-3-mini-128k-instruct,particles,gpt-4.1-mini,second,67,2,6
phi-3-mini-128k-instruct,particles,gpt-4.1-mini,third,85,,
phi-3-mini-128k-instruct,particles,gpt-4.1-nano,first,45,6,
phi-3-mini-128k-instruct,particles,gpt-4.1-nano,second,75,,
phi-3-mini-128k-instruct,particles,gpt-4.1-nano,third,85,,
phi-3-mini-128k-instruct,particles,gpt-4o-mini,first,60,2,5
phi-3-mini-128k-instruct,particles,gpt-4o-mini,second,75,3,6
phi-3-mini-128k-instruct,particles,gpt-4o-mini,third,85,,9
phi-3-mini-128k-instruct,pendulum,first,65,3,4
phi-3-mini-128k-instruct,pendulum,second,85,4,75
phi-3-mini-128k-instruct,pendulum,third,85,4,6
phi-3-mini-128k-instruct,pendulum,gpt-4.1-mini,first,15,4,1
phi-3-mini-128k-instruct,pendulum,gpt-4.1-mini,second,70,,7
phi-3-mini-128k-instruct,pendulum,gpt-4.1-mini,third,50,9,5
phi-3-mini-128k-instruct,pendulum,gpt-4.1-nano,first,75,85,
phi-3-mini-128k-instruct,pendulum,gpt-4.1-nano,second,100,1,
phi-3-mini-128k-instruct,pendulum,gpt-4.1-nano,third,75,1,
phi-3-mini-128k-instruct,pendulum,gpt-4o-mini,first,65,3,
phi-3-mini-128k-instruct,pendulum,gpt-4o-mini,second,80,4,6
phi-3-mini-128k-instruct,pendulum,gpt-4o-mini,third,85,5,5
phi-3-mini-128k-instruct,rigid_highway,first,70,3,
phi-3-mini-128k-instruct,rigid_highway,second,85,4,
phi-3-mini-128k-instruct,rigid_highway,third,85,6,8
phi-3-mini-128k-instruct,rigid_highway,gpt-4.1-mini,first,20,2,
phi-3-mini-128k-instruct,rigid_highway,gpt-4.1-mini,second,92,6,
phi-3-mini-128k-instruct,rigid_highway,gpt-4.1-mini,third,92,7,
phi-3-mini-128k-instruct,rigid_highway,gpt-4.1-nano,first,55,4,0
phi-3-mini-128k-instruct,rigid_highway,gpt-4.1-nano,second,85,,
phi-3-mini-128k-instruct,rigid_highway,gpt-4.1-nano,third,85,95,
phi-3-mini-128k-instruct,rigid_highway,gpt-4o-mini,first,70,3,5
phi-3-mini-128k-instruct,rigid_highway,gpt-4o-mini,second,85,65,
phi-3-mini-128k-instruct,rigid_highway,gpt-4o-mini,third,85,2,9
phi-3-mini-128k-instruct,rigid_multipatches,first,25,2,
phi-3-mini-128k-instruct,rigid_multipatches,second,85,4,7
phi-3-mini-128k-instruct,rigid_multipatches,third,85,,7
phi-3-mini-128k-instruct,rigid_multipatches,gpt-4.1-mini,first,5,0,0
phi-3-mini-128k-instruct,rigid_multipatches,gpt-4.1-mini,second,25,3,
phi-3-mini-128k-instruct,rigid_multipatches,gpt-4.1-mini,third,78,9,
phi-3-mini-128k-instruct,rigid_multipatches,gpt-4.1-nano,first,15,11,0
phi-3-mini-128k-instruct,rigid_multipatches,gpt-4.1-nano,second,85,7,
phi-3-mini-128k-instruct,rigid_multipatches,gpt-4.1-nano,third,85,,
phi-3-mini-128k-instruct,rigid_multipatches,gpt-4o-mini,first,30,2,0
phi-3-mini-128k-instruct,rigid_multipatches,gpt-4o-mini,second,70,4,7
phi-3-mini-128k-instruct,rigid_multipatches,gpt-4o-mini,third,85,90,
phi-3-mini-128k-instruct,rotor,first,75,2,7
phi-3-mini-128k-instruct,rotor,second,55,2,
phi-3-mini-128k-instruct,rotor,third,40,2,
phi-3-mini-128k-instruct,rotor,gpt-4.1-mini,first,10,0,2
phi-3-mini-128k-instruct,rotor,gpt-4.1-mini,second,55,48,
phi-3-mini-128k-instruct,rotor,gpt-4.1-mini,third,30,3,3
phi-3-mini-128k-instruct,rotor,gpt-4.1-nano,first,75,9,
phi-3-mini-128k-instruct,rotor,gpt-4.1-nano,second,15,0,
phi-3-mini-128k-instruct,rotor,gpt-4.1-nano,third,10,2,
phi-3-mini-128k-instruct,rotor,gpt-4o-mini,first,70,2,3
phi-3-mini-128k-instruct,rotor,gpt-4o-mini,second,65,3,5
phi-3-mini-128k-instruct,rotor,gpt-4o-mini,third,45,3,2
phi-3-mini-128k-instruct,scm,first,10,10,2
phi-3-mini-128k-instruct,scm,second,85,2,7
phi-3-mini-128k-instruct,scm,third,85,60,7
phi-3-mini-128k-instruct,scm,gpt-4.1-mini,first,5,10,1
phi-3-mini-128k-instruct,scm,gpt-4.1-mini,second,82,1,7
phi-3-mini-128k-instruct,scm,gpt-4.1-mini,third,90,3,6
phi-3-mini-128k-instruct,scm,gpt-4.1-nano,first,15,0,0
phi-3-mini-128k-instruct,scm,gpt-4.1-nano,second,85,,
phi-3-mini-128k-instruct,scm,gpt-4.1-nano,third,85,,
phi-3-mini-128k-instruct,scm,gpt-4o-mini,first,10,10,1
phi-3-mini-128k-instruct,scm,gpt-4o-mini,second,75,5,7
phi-3-mini-128k-instruct,scm,gpt-4o-mini,third,85,65,
phi-3-mini-128k-instruct,scm_hill,first,40,2,2
phi-3-mini-128k-instruct,scm_hill,second,77,3,
phi-3-mini-128k-instruct,scm_hill,third,85,5,8
phi-3-mini-128k-instruct,scm_hill,gpt-4.1-mini,first,10,10,1
phi-3-mini-128k-instruct,scm_hill,gpt-4.1-mini,second,40,0,3
phi-3-mini-128k-instruct,scm_hill,gpt-4.1-mini,third,90,3,6
phi-3-mini-128k-instruct,scm_hill,gpt-4.1-nano,first,35,,
phi-3-mini-128k-instruct,scm_hill,gpt-4.1-nano,second,35,,
phi-3-mini-128k-instruct,scm_hill,gpt-4.1-nano,third,85,,
phi-3-mini-128k-instruct,scm_hill,gpt-4o-mini,first,30,0,1
phi-3-mini-128k-instruct,scm_hill,gpt-4o-mini,second,70,2,3
phi-3-mini-128k-instruct,scm_hill,gpt-4o-mini,third,85,2,7
phi-3-mini-128k-instruct,sedan,first,40,2,3
phi-3-mini-128k-instruct,sedan,second,85,5,
phi-3-mini-128k-instruct,sedan,third,85,8,8
phi-3-mini-128k-instruct,sedan,gpt-4.1-mini,first,10,10,1
phi-3-mini-128k-instruct,sedan,gpt-4.1-mini,second,80,66,
phi-3-mini-128k-instruct,sedan,gpt-4.1-mini,third,65,,4
phi-3-mini-128k-instruct,sedan,gpt-4.1-nano,first,45,0,0
phi-3-mini-128k-instruct,sedan,gpt-4.1-nano,second,85,4,
phi-3-mini-128k-instruct,sedan,gpt-4.1-nano,third,85,2,
phi-3-mini-128k-instruct,sedan,gpt-4o-mini,first,30,2,2
phi-3-mini-128k-instruct,sedan,gpt-4o-mini,second,90,5,7
phi-3-mini-128k-instruct,sedan,gpt-4o-mini,third,85,4,
phi-3-mini-128k-instruct,sensros,first,60,2,3
phi-3-mini-128k-instruct,sensros,second,60,2,
phi-3-mini-128k-instruct,sensros,third,65,2,4
phi-3-mini-128k-instruct,sensros,gpt-4.1-mini,first,15,73,
phi-3-mini-128k-instruct,sensros,gpt-4.1-mini,second,0,47,4
phi-3-mini-128k-instruct,sensros,gpt-4.1-mini,third,0,25,4
phi-3-mini-128k-instruct,sensros,gpt-4.1-nano,first,75,,
phi-3-mini-128k-instruct,sensros,gpt-4.1-nano,second,35,10,
phi-3-mini-128k-instruct,sensros,gpt-4.1-nano,third,35,,
phi-3-mini-128k-instruct,sensros,gpt-4o-mini,first,55,3,3
phi-3-mini-128k-instruct,sensros,gpt-4o-mini,second,60,3,
phi-3-mini-128k-instruct,sensros,gpt-4o-mini,third,40,2,
phi-3-mini-128k-instruct,slider_crank,first,40,3,
phi-3-mini-128k-instruct,slider_crank,second,60,1,
phi-3-mini-128k-instruct,slider_crank,third,85,10,
phi-3-mini-128k-instruct,slider_crank,gpt-4.1-mini,first,10,0,
phi-3-mini-128k-instruct,slider_crank,gpt-4.1-mini,second,30,8,
